Title: ,KH03 Returns,,,
01/09/2016,TAH,Sheffield Health & Social Care,151,130
01/09/2016,TAJ,Black Country Partnership,156,133
01/12/2016,R1A,Worcestershire Health And Care,124,112
01/12/2016,R1C,Solent,66,58
01/12/2016,R1E,Staffordshire And Stoke On Trent Partnership,NA,NA
01/12/2016,R1F,Isle Of Wight,57,45
01/12/2016,R1H,Barts Health,NA,NA
01/12/2016,R1J,Gloucestershire Care Services,NA,NA
01/12/2016,R1K,London North West Healthcare,NA,NA
01/12/2016,RA2,Royal Surrey County Hospital,NA,NA
01/12/2016,RA3,Weston Area Health,NA,NA
01/12/2016,RA4,Yeovil District Hospital,NA,NA
01/12/2016,RA7,University Hospitals Bristol,NA,NA
01/12/2016,RA9,Torbay And South Devon,NA,NA
01/12/2016,RAE,Bradford Teaching Hospitals,NA,NA
01/12/2016,RAJ,Southend University Hospital,NA,NA
01/12/2016,RAL,Royal Free London,6,0
01/12/2016,RAN,Royal National Orthopaedic Hospital,NA,NA
01/12/2016,RAP,North Middlesex University Hospital,NA,NA
01/12/2016,RAS,The Hillingdon Hospitals,NA,NA
01/12/2016,RAT,North East London,204,171
01/12/2016,RAX,Kingston Hospital,NA,NA
01/12/2016,RBA,Taunton And Somerset,NA,NA
01/12/2016,RBD,Dorset County Hospital,NA,NA
01/12/2016,RBK,Walsall Healthcare,NA,NA
01/12/2016,RBL,Wirral University Teaching Hospital,NA,NA
01/12/2016,RBN,St Helens And Knowsley Hospital Services,NA,NA
01/12/2016,RBQ,Liverpool Heart And Chest Hospital,NA,NA
01/12/2016,RBS,Alder Hey Children's,7,5
01/12/2016,RBT,Mid Cheshire Hospitals,NA,NA
01/12/2016,RBV,The Christie,NA,NA
01/12/2016,RBZ,Northern Devon Healthcare,NA,NA
01/12/2016,RC1,Bedford Hospital,NA,NA
01/12/2016,RC9,Luton And Dunstable University Hospital,NA,NA
01/12/2016,RCB,York Teaching Hospital,NA,NA
01/12/2016,RCD,Harrogate And District,NA,NA
01/12/2016,RCF,Airedale,NA,NA
01/12/2016,RCU,Sheffield Children's,24,18
01/12/2016,RCX,"The Queen Elizabeth Hospital, King's Lynn,",NA,NA
01/12/2016,RD1,Royal United Hospitals Bath,NA,NA
01/12/2016,RD3,Poole Hospital,NA,NA
01/12/2016,RD8,Milton Keynes University Hospital,NA,NA
01/12/2016,RDD,Basildon And Thurrock University Hospitals,NA,NA
01/12/2016,RDE,Colchester Hospital University,NA,NA
01/12/2016,RDR,Sussex Community,NA,NA
01/12/2016,RDU,Frimley Health,NA,NA
01/12/2016,RDY,Dorset Healthcare University,223,210
01/12/2016,RDZ,The Royal Bournemouth And Christchurch Hospitals,NA,NA
01/12/2016,RE9,South Tyneside,NA,NA
01/12/2016,REF,Royal Cornwall Hospitals,NA,NA
01/12/2016,REM,Aintree University Hospital,NA,NA
01/12/2016,REN,The Clatterbridge Cancer Centre,NA,NA
01/12/2016,REP,Liverpool Women's,NA,NA
01/12/2016,RET,The Walton Centre,NA,NA
01/12/2016,RF4,"Barking, Havering And Redbridge University Hospitals",NA,NA
01/12/2016,RFF,Barnsley Hospital,NA,NA
01/12/2016,RFR,The Rotherham,NA,NA
01/12/2016,RFS,Chesterfield Royal Hospital,NA,NA
01/12/2016,RGD,Leeds And York Partnership,386,340
01/12/2016,RGM,Papworth Hospital,NA,NA
01/12/2016,RGN,North West Anglia,NA,NA
01/12/2016,RGP,James Paget University Hospitals,NA,NA
01/12/2016,RGQ,Ipswich Hospital,NA,NA
01/12/2016,RGR,West Suffolk,NA,NA
01/12/2016,RGT,Cambridge University Hospitals,NA,NA
01/12/2016,RH5,Somerset Partnership,136,127
01/12/2016,RH8,Royal Devon And Exeter,NA,NA
01/12/2016,RHA,Nottinghamshire Healthcare,865,800
01/12/2016,RHM,University Hospital Southampton,NA,NA
01/12/2016,RHQ,Sheffield Teaching Hospitals,NA,NA
01/12/2016,RHU,Portsmouth Hospitals,NA,NA
01/12/2016,RHW,Royal Berkshire,NA,NA
01/12/2016,RJ1,Guy's And St Thomas',NA,NA
01/12/2016,RJ2,Lewisham And Greenwich,NA,NA
01/12/2016,RJ6,Croydon Health Services,NA,NA
01/12/2016,RJ7,St George's University Hospitals,NA,NA
01/12/2016,RJ8,Cornwall Partnership,115,103
01/12/2016,RJC,South Warwickshire,NA,NA
01/12/2016,RJE,University Hospitals Of North Midlands,NA,NA
01/12/2016,RJF,Burton Hospitals,NA,NA
01/12/2016,RJL,Northern Lincolnshire And Goole,NA,NA
01/12/2016,RJN,East Cheshire,NA,NA
01/12/2016,RJR,Countess Of Chester Hospital,NA,NA
01/12/2016,RJZ,King's College Hospital,NA,NA
01/12/2016,RK5,Sherwood Forest Hospitals,NA,NA
01/12/2016,RK9,Plymouth Hospitals,NA,NA
01/12/2016,RKB,University Hospitals Coventry And Warwickshire,NA,NA
01/12/2016,RKE,The Whittington Hospital,12,11
01/12/2016,RKL,West London Mental Health,746,691
01/12/2016,RL1,The Robert Jones And Agnes Hunt Orthopaedic Hospital,NA,NA
01/12/2016,RL4,The Royal Wolverhampton,NA,NA
01/12/2016,RLN,City Hospitals Sunderland,NA,NA
01/12/2016,RLQ,Wye Valley,NA,NA
01/12/2016,RLT,George Eliot Hospital,NA,NA
01/12/2016,RLU,Birmingham Women's,NA,NA
01/12/2016,RLY,North Staffordshire Combined Healthcare,162,145
01/12/2016,RM1,Norfolk And Norwich University Hospitals,NA,NA
01/12/2016,RM2,University Hospital Of South Manchester,NA,NA
01/12/2016,RM3,Salford Royal,NA,NA
01/12/2016,RMC,Bolton,NA,NA
01/12/2016,RMP,Tameside And Glossop Integrated Care,NA,NA
01/12/2016,RMY,Norfolk And Suffolk,414,362
01/12/2016,RN3,Great Western Hospitals,NA,NA
01/12/2016,RN5,Hampshire Hospitals,NA,NA
01/12/2016,RN7,Dartford And Gravesham,NA,NA
01/12/2016,RNA,The Dudley Group,NA,NA
01/12/2016,RNL,North Cumbria University Hospitals,NA,NA
01/12/2016,RNN,Cumbria Partnership,140,116
01/12/2016,RNQ,Kettering General Hospital,NA,NA
01/12/2016,RNS,Northampton General Hospital,NA,NA
01/12/2016,RNU,Oxford Health,397,356
01/12/2016,RNZ,Salisbury,NA,NA
01/12/2016,RP1,Northamptonshire Healthcare,183,172
01/12/2016,RP4,Great Ormond Street Hospital For Children,11,9
01/12/2016,RP5,Doncaster And Bassetlaw Teaching Hospitals,NA,NA
01/12/2016,RP6,Moorfields Eye Hospital,NA,NA
01/12/2016,RP7,Lincolnshire Partnership,237,206
01/12/2016,RPA,Medway,NA,NA
01/12/2016,RPC,Queen Victoria Hospital,NA,NA
01/12/2016,RPG,Oxleas,443,378
01/12/2016,RPY,The Royal Marsden,NA,NA
01/12/2016,RQ3,Birmingham Women's And Children's,34,28
01/12/2016,RQ6,Royal Liverpool And Broadgreen University Hospitals,NA,NA
01/12/2016,RQ8,Mid Essex Hospital Services,NA,NA
01/12/2016,RQM,Chelsea And Westminster Hospital,NA,NA
01/12/2016,RQQ,Hinchingbrooke Health Care,NA,NA
01/12/2016,RQW,The Princess Alexandra Hospital,NA,NA
01/12/2016,RQX,Homerton University Hospital,NA,NA
01/12/2016,RQY,South West London And St George's Mental Health,415,364
01/12/2016,RR1,Heart Of England,NA,NA
01/12/2016,RR7,Gateshead Health,34,30
01/12/2016,RR8,Leeds Teaching Hospitals,NA,NA
01/12/2016,RRD,North Essex Partnership University,314,299
01/12/2016,RRE,South Staffordshire And Shropshire Healthcare,306,266
01/12/2016,RRF,"Wrightington, Wigan And Leigh",NA,NA
01/12/2016,RRJ,The Royal Orthopaedic Hospital,NA,NA
01/12/2016,RRK,University Hospitals Birmingham,NA,NA
01/12/2016,RRP,"Barnet, Enfield And Haringey Mental Health",488,477
01/12/2016,RRV,University College London Hospitals,12,6
01/12/2016,RT1,Cambridgeshire And Peterborough,233,195
01/12/2016,RT2,Pennine Care,504,452
01/12/2016,RT3,Royal Brompton & Harefield,NA,NA
01/12/2016,RTD,The Newcastle Upon Tyne Hospitals,NA,NA
01/12/2016,RTF,Northumbria Healthcare,42,28
01/12/2016,RTG,Derby Teaching Hospitals,NA,NA
01/12/2016,RTH,Oxford University Hospitals,NA,NA
01/12/2016,RTK,Ashford And St Peter's Hospitals,NA,NA
01/12/2016,RTP,Surrey And Sussex Healthcare,NA,NA
01/12/2016,RTQ,2gether,210,188
01/12/2016,RTR,South Tees Hospitals,NA,NA
01/12/2016,RTV,North West Boroughs Healthcare,294,277
01/12/2016,RTX,University Hospitals Of Morecambe Bay,NA,NA
01/12/2016,RV3,Central And North West London,794,724
01/12/2016,RV9,Humber,207,174
01/12/2016,RVJ,North Bristol,12,5
01/12/2016,RVN,Avon And Wiltshire Mental Health Partnership,549,480
01/12/2016,RVR,Epsom And St Helier University Hospitals,NA,NA
01/12/2016,RVV,East Kent Hospitals University,NA,NA
01/12/2016,RVW,North Tees And Hartlepool,NA,NA
01/12/2016,RVY,Southport And Ormskirk Hospital,NA,NA
01/12/2016,RW1,Southern Health,437,400
01/12/2016,RW3,Central Manchester University Hospitals,12,11
01/12/2016,RW4,Mersey Care,601,567
01/12/2016,RW5,Lancashire Care,510,481
01/12/2016,RW6,Pennine Acute Hospitals,NA,NA
01/12/2016,RWA,Hull And East Yorkshire Hospitals,NA,NA
01/12/2016,RWD,United Lincolnshire Hospitals,NA,NA
01/12/2016,RWE,University Hospitals Of Leicester,NA,NA
01/12/2016,RWF,Maidstone And Tunbridge Wells,NA,NA
01/12/2016,RWG,West Hertfordshire Hospitals,NA,NA
01/12/2016,RWH,East And North Hertfordshire,NA,NA
01/12/2016,RWJ,Stockport,NA,NA
01/12/2016,RWK,East London,911,779
01/12/2016,RWN,South Essex Partnership University,405,337
01/12/2016,RWP,Worcestershire Acute Hospitals,NA,NA
01/12/2016,RWV,Devon Partnership,276,263
01/12/2016,RWW,Warrington And Halton Hospitals,NA,NA
01/12/2016,RWX,Berkshire Healthcare,157,137
01/12/2016,RWY,Calderdale And Huddersfield,NA,NA
01/12/2016,RX1,Nottingham University Hospitals,NA,NA
01/12/2016,RX2,Sussex Partnership,592,582
01/12/2016,RX3,"Tees, Esk And Wear Valleys",765,694
01/12/2016,RX4,"Northumberland, Tyne And Wear",616,517
01/12/2016,RXA,Cheshire And Wirral Partnership,283,264
01/12/2016,RXC,East Sussex Healthcare,NA,NA
01/12/2016,RXE,Rotherham Doncaster And South Humber,272,196
01/12/2016,RXF,Mid Yorkshire Hospitals,NA,NA
01/12/2016,RXG,South West Yorkshire Partnership,434,352
01/12/2016,RXH,Brighton And Sussex University Hospitals,NA,NA
01/12/2016,RXK,Sandwell And West Birmingham Hospitals,NA,NA
01/12/2016,RXL,Blackpool Teaching Hospitals,NA,NA
01/12/2016,RXM,Derbyshire Healthcare,285,251
01/12/2016,RXN,Lancashire Teaching Hospitals,NA,NA
01/12/2016,RXP,County Durham And Darlington,NA,NA
01/12/2016,RXQ,Buckinghamshire Healthcare,NA,NA
01/12/2016,RXR,East Lancashire Hospitals,NA,NA
01/12/2016,RXT,Birmingham And Solihull Mental Health,660,640
01/12/2016,RXW,Shrewsbury And Telford Hospital,NA,NA
01/12/2016,RXX,Surrey And Borders Partnership,197,175
01/12/2016,RXY,Kent And Medway NHS And Social Care Partnership Trust,490,448
01/12/2016,RY3,Norfolk Community Health And Care,NA,NA
01/12/2016,RY5,Lincolnshire Community Health Services,NA,NA
01/12/2016,RY6,Leeds Community Healthcare,8,6
01/12/2016,RY8,Derbyshire Community Health Services,53,43
01/12/2016,RYG,Coventry And Warwickshire Partnership,233,208
01/12/2016,RYJ,Imperial College Healthcare,NA,NA
01/12/2016,RYK,Dudley And Walsall Mental Health Partnership,181,158
01/12/2016,RYR,Western Sussex Hospitals,NA,NA
01/12/2016,RYV,Cambridgeshire Community Services,NA,NA
01/12/2016,RYW,Birmingham Community Healthcare,NA,NA
01/12/2016,RYX,Central London Community Healthcare,NA,NA
01/12/2016,TAD,Bradford District Care,200,177
01/12/2016,TAE,Manchester Mental Health And Social Care Trust,254,239
01/12/2016,TAF,Camden And Islington,182,169
01/12/2016,TAH,Sheffield Health & Social Care,151,135
01/12/2016,TAJ,Black Country Partnership,156,129
01/03/2017,R1A,Worcestershire Health And Care,121,111
01/03/2017,R1C,Solent,66,53
01/03/2017,R1E,Staffordshire And Stoke On Trent Partnership,NA,NA
01/03/2017,R1F,Isle Of Wight,57,42
01/03/2017,R1H,Barts Health,NA,NA
01/03/2017,R1J,Gloucestershire Care Services,NA,NA
01/03/2017,R1K,London North West Healthcare,NA,NA
01/03/2017,RA2,Royal Surrey County Hospital,NA,NA
01/03/2017,RA3,Weston Area Health,NA,NA
01/03/2017,RA4,Yeovil District Hospital,NA,NA
01/03/2017,RA7,University Hospitals Bristol,NA,NA
01/03/2017,RA9,Torbay And South Devon,NA,NA
01/03/2017,RAE,Bradford Teaching Hospitals,NA,NA
01/03/2017,RAJ,Southend University Hospital,NA,NA
01/03/2017,RAL,Royal Free London,6,0
01/03/2017,RAN,Royal National Orthopaedic Hospital,NA,NA
01/03/2017,RAP,North Middlesex University Hospital,NA,NA
01/03/2017,RAS,The Hillingdon Hospitals,NA,NA
01/03/2017,RAT,North East London,212,176
01/03/2017,RAX,Kingston Hospital,NA,NA
01/03/2017,RBA,Taunton And Somerset,NA,NA
01/03/2017,RBD,Dorset County Hospital,NA,NA
01/03/2017,RBK,Walsall Healthcare,NA,NA
01/03/2017,RBL,Wirral University Teaching Hospital,NA,NA
01/03/2017,RBN,St Helens And Knowsley Hospital Services,NA,NA
01/03/2017,RBQ,Liverpool Heart And Chest Hospital,NA,NA
01/03/2017,RBS,Alder Hey Children's,7,4
01/03/2017,RBT,Mid Cheshire Hospitals,NA,NA
01/03/2017,RBV,The Christie,NA,NA
01/03/2017,RBZ,Northern Devon Healthcare,NA,NA
01/03/2017,RC1,Bedford Hospital,NA,NA
01/03/2017,RC9,Luton And Dunstable University Hospital,NA,NA
01/03/2017,RCB,York Teaching Hospital,NA,NA
01/03/2017,RCD,Harrogate And District,NA,NA
01/03/2017,RCF,Airedale,NA,NA
01/03/2017,RCU,Sheffield Children's,24,19
01/03/2017,RCX,"The Queen Elizabeth Hospital, King's Lynn,",NA,NA
01/03/2017,RD1,Royal United Hospitals Bath,NA,NA
01/03/2017,RD3,Poole Hospital,NA,NA
01/03/2017,RD8,Milton Keynes University Hospital,NA,NA
01/03/2017,RDD,Basildon And Thurrock University Hospitals,NA,NA
01/03/2017,RDE,Colchester Hospital University,NA,NA
01/03/2017,RDR,Sussex Community,NA,NA
01/03/2017,RDU,Frimley Health,NA,NA
01/03/2017,RDY,Dorset Healthcare University,229,218
01/03/2017,RDZ,The Royal Bournemouth And Christchurch Hospitals,NA,NA
01/03/2017,RE9,South Tyneside,NA,NA
01/03/2017,REF,Royal Cornwall Hospitals,NA,NA
01/03/2017,REM,Aintree University Hospital,NA,NA
01/03/2017,REN,The Clatterbridge Cancer Centre,NA,NA
01/03/2017,REP,Liverpool Women's,NA,NA
01/03/2017,RET,The Walton Centre,NA,NA
01/03/2017,RF4,"Barking, Havering And Redbridge University Hospitals",NA,NA
01/03/2017,RFF,Barnsley Hospital,NA,NA
01/03/2017,RFR,The Rotherham,NA,NA
01/03/2017,RFS,Chesterfield Royal Hospital,NA,NA
01/03/2017,RGD,Leeds And York Partnership,378,333
01/03/2017,RGM,Papworth Hospital,NA,NA
01/03/2017,RGN,North West Anglia,NA,NA
01/03/2017,RGP,James Paget University Hospitals,NA,NA
01/03/2017,RGQ,Ipswich Hospital,NA,NA
01/03/2017,RGR,West Suffolk,NA,NA
01/03/2017,RGT,Cambridge University Hospitals,NA,NA
01/03/2017,RH5,Somerset Partnership,140,124
01/03/2017,RH8,Royal Devon And Exeter,NA,NA
01/03/2017,RHA,Nottinghamshire Healthcare,863,791
01/03/2017,RHM,University Hospital Southampton,NA,NA
01/03/2017,RHQ,Sheffield Teaching Hospitals,NA,NA
01/03/2017,RHU,Portsmouth Hospitals,NA,NA
01/03/2017,RHW,Royal Berkshire,NA,NA
01/03/2017,RJ1,Guy's And St Thomas',NA,NA
01/03/2017,RJ2,Lewisham And Greenwich,NA,NA
01/03/2017,RJ6,Croydon Health Services,NA,NA
01/03/2017,RJ7,St George's University Hospitals,NA,NA
01/03/2017,RJ8,Cornwall Partnership,127,100
01/03/2017,RJC,South Warwickshire,NA,NA
01/03/2017,RJE,University Hospitals Of North Midlands,NA,NA
01/03/2017,RJF,Burton Hospitals,NA,NA
01/03/2017,RJL,Northern Lincolnshire And Goole,NA,NA
01/03/2017,RJN,East Cheshire,NA,NA
01/03/2017,RJR,Countess Of Chester Hospital,NA,NA
01/03/2017,RJZ,King's College Hospital,NA,NA
01/03/2017,RK5,Sherwood Forest Hospitals,NA,NA
01/03/2017,RK9,Plymouth Hospitals,NA,NA
01/03/2017,RKB,University Hospitals Coventry And Warwickshire,NA,NA
01/03/2017,RKE,The Whittington Hospital,12,11
01/03/2017,RKL,West London Mental Health,749,696
01/03/2017,RL1,The Robert Jones And Agnes Hunt Orthopaedic Hospital,NA,NA
01/03/2017,RL4,The Royal Wolverhampton,NA,NA
01/03/2017,RLN,City Hospitals Sunderland,NA,NA
01/03/2017,RLQ,Wye Valley,NA,NA
01/03/2017,RLT,George Eliot Hospital,NA,NA
01/03/2017,RLY,North Staffordshire Combined Healthcare,172,151
01/03/2017,RM1,Norfolk And Norwich University Hospitals,NA,NA
01/03/2017,RM2,University Hospital Of South Manchester,NA,NA
01/03/2017,RM3,Salford Royal,NA,NA
01/03/2017,RMC,Bolton,NA,NA
01/03/2017,RMP,Tameside And Glossop Integrated Care,NA,NA
01/03/2017,RMY,Norfolk And Suffolk,414,358
01/03/2017,RN3,Great Western Hospitals,NA,NA
01/03/2017,RN5,Hampshire Hospitals,NA,NA
01/03/2017,RN7,Dartford And Gravesham,NA,NA
01/03/2017,RNA,The Dudley Group,NA,NA
01/03/2017,RNL,North Cumbria University Hospitals,NA,NA
01/03/2017,RNN,Cumbria Partnership,132,110
01/03/2017,RNQ,Kettering General Hospital,NA,NA
01/03/2017,RNS,Northampton General Hospital,NA,NA
01/03/2017,RNU,Oxford Health,394,362
01/03/2017,RNZ,Salisbury,NA,NA
01/03/2017,RP1,Northamptonshire Healthcare,183,173
01/03/2017,RP4,Great Ormond Street Hospital For Children,9,7
01/03/2017,RP5,Doncaster And Bassetlaw Teaching Hospitals,NA,NA
01/03/2017,RP6,Moorfields Eye Hospital,NA,NA
01/03/2017,RP7,Lincolnshire Partnership,237,208
01/03/2017,RPA,Medway,NA,NA
01/03/2017,RPC,Queen Victoria Hospital,NA,NA
01/03/2017,RPG,Oxleas,419,364
01/03/2017,RPY,The Royal Marsden,NA,NA
01/03/2017,RQ3,Birmingham Women's And Children's,34,28
01/03/2017,RQ6,Royal Liverpool And Broadgreen University Hospitals,NA,NA
01/03/2017,RQ8,Mid Essex Hospital Services,NA,NA
01/03/2017,RQM,Chelsea And Westminster Hospital,NA,NA
01/03/2017,RQQ,Hinchingbrooke Health Care,NA,NA
01/03/2017,RQW,The Princess Alexandra Hospital,NA,NA
01/03/2017,RQX,Homerton University Hospital,NA,NA
01/03/2017,RQY,South West London And St George's Mental Health,417,372
01/03/2017,RR1,Heart Of England,NA,NA
01/03/2017,RR7,Gateshead Health,34,24
01/03/2017,RR8,Leeds Teaching Hospitals,NA,NA
01/03/2017,RRD,North Essex Partnership University,311,294
01/03/2017,RRE,South Staffordshire And Shropshire Healthcare,314,277
01/03/2017,RRF,"Wrightington, Wigan And Leigh",NA,NA
01/03/2017,RRJ,The Royal Orthopaedic Hospital,NA,NA
01/03/2017,RRK,University Hospitals Birmingham,NA,NA
01/03/2017,RRP,"Barnet, Enfield And Haringey Mental Health",488,486
01/03/2017,RRV,University College London Hospitals,12,8
01/03/2017,RT1,Cambridgeshire And Peterborough,227,193
01/03/2017,RT2,Pennine Care,567,460
01/03/2017,RT3,Royal Brompton & Harefield,NA,NA
01/03/2017,RTD,The Newcastle Upon Tyne Hospitals,NA,NA
01/03/2017,RTF,Northumbria Healthcare,42,23
01/03/2017,RTG,Derby Teaching Hospitals,NA,NA
01/03/2017,RTH,Oxford University Hospitals,NA,NA
01/03/2017,RTK,Ashford And St Peter's Hospitals,NA,NA
01/03/2017,RTP,Surrey And Sussex Healthcare,NA,NA
01/03/2017,RTQ,2gether,207,176
01/03/2017,RTR,South Tees Hospitals,NA,NA
01/03/2017,RTV,North West Boroughs Healthcare,304,267
01/03/2017,RTX,University Hospitals Of Morecambe Bay,NA,NA
01/03/2017,RV3,Central And North West London,750,683
01/03/2017,RV9,Humber,194,169
01/03/2017,RVJ,North Bristol,12,5
01/03/2017,RVN,Avon And Wiltshire Mental Health Partnership,551,487
01/03/2017,RVR,Epsom And St Helier University Hospitals,NA,NA
01/03/2017,RVV,East Kent Hospitals University,NA,NA
01/03/2017,RVW,North Tees And Hartlepool,NA,NA
01/03/2017,RVY,Southport And Ormskirk Hospital,NA,NA
01/03/2017,RW1,Southern Health,437,393
01/03/2017,RW3,Central Manchester University Hospitals,13,10
01/03/2017,RW4,Mersey Care,602,564
01/03/2017,RW5,Lancashire Care,515,488
01/03/2017,RW6,Pennine Acute Hospitals,NA,NA
01/03/2017,RWA,Hull And East Yorkshire Hospitals,NA,NA
01/03/2017,RWD,United Lincolnshire Hospitals,NA,NA
01/03/2017,RWE,University Hospitals Of Leicester,NA,NA
01/03/2017,RWF,Maidstone And Tunbridge Wells,NA,NA
01/03/2017,RWG,West Hertfordshire Hospitals,NA,NA
01/03/2017,RWH,East And North Hertfordshire,NA,NA
01/03/2017,RWJ,Stockport,NA,NA
01/03/2017,RWK,East London,907,775
01/03/2017,RWN,South Essex Partnership University,381,363
01/03/2017,RWP,Worcestershire Acute Hospitals,NA,NA
01/03/2017,RWV,Devon Partnership,276,271
01/03/2017,RWW,Warrington And Halton Hospitals,NA,NA
01/03/2017,RWX,Berkshire Healthcare,158,134
01/03/2017,RWY,Calderdale And Huddersfield,NA,NA
01/03/2017,RX1,Nottingham University Hospitals,NA,NA
01/03/2017,RX2,Sussex Partnership,587,578
01/03/2017,RX3,"Tees, Esk And Wear Valleys",764,673
01/03/2017,RX4,"Northumberland, Tyne And Wear",607,513
01/03/2017,RXA,Cheshire And Wirral Partnership,273,264
01/03/2017,RXC,East Sussex Healthcare,NA,NA
01/03/2017,RXE,Rotherham Doncaster And South Humber,272,176
01/03/2017,RXF,Mid Yorkshire Hospitals,NA,NA
01/03/2017,RXG,South West Yorkshire Partnership,423,348
01/03/2017,RXH,Brighton And Sussex University Hospitals,NA,NA
01/03/2017,RXK,Sandwell And West Birmingham Hospitals,NA,NA
01/03/2017,RXL,Blackpool Teaching Hospitals,NA,NA
01/03/2017,RXM,Derbyshire Healthcare,278,248
01/03/2017,RXN,Lancashire Teaching Hospitals,NA,NA
01/03/2017,RXP,County Durham And Darlington,NA,NA
01/03/2017,RXQ,Buckinghamshire Healthcare,NA,NA
01/03/2017,RXR,East Lancashire Hospitals,NA,NA
01/03/2017,RXT,Birmingham And Solihull Mental Health,654,654
01/03/2017,RXW,Shrewsbury And Telford Hospital,NA,NA
01/03/2017,RXX,Surrey And Borders Partnership,198,178
01/03/2017,RXY,Kent And Medway NHS And Social Care Partnership Trust,485,444
01/03/2017,RY3,Norfolk Community Health And Care,NA,NA
01/03/2017,RY5,Lincolnshire Community Health Services,NA,NA
01/03/2017,RY6,Leeds Community Healthcare,8,7
01/03/2017,RY8,Derbyshire Community Health Services,51,42
01/03/2017,RYG,Coventry And Warwickshire Partnership,233,205
01/03/2017,RYJ,Imperial College Healthcare,NA,NA
01/03/2017,RYK,Dudley And Walsall Mental Health Partnership,177,145
01/03/2017,RYR,Western Sussex Hospitals,NA,NA
01/03/2017,RYV,Cambridgeshire Community Services,NA,NA
01/03/2017,RYW,Birmingham Community Healthcare,NA,NA
01/03/2017,RYX,Central London Community Healthcare,NA,NA
01/03/2017,TAD,Bradford District Care,200,175
01/03/2017,TAF,Camden And Islington,182,164
01/03/2017,TAH,Sheffield Health & Social Care,150,134
01/03/2017,TAJ,Black Country Partnership,159,123
01/06/2017,R1A,Worcestershire Health And Care,119,105
01/06/2017,R1C,Solent,66,52
01/06/2017,R1E,Staffordshire And Stoke On Trent Partnership,NA,NA
